timestamp,sensor_uuid,hex,label
1753036789.464923,0000fea1-0000-1000-8000-00805f9b34fb,013b0000,walk
1753036790.827405,0000fee1-0000-1000-8000-00805f9b34fb,3d0000320000020000,walk
1753036791.021999,0000fea1-0000-1000-8000-00805f9b34fb,013d0000,walk
1753036791.998239,0000fee1-0000-1000-8000-00805f9b34fb,3f0000340000030000,walk
1753036792.192098,0000fea1-0000-1000-8000-00805f9b34fb,013f0000,walk
1753036793.362470,0000fee1-0000-1000-8000-00805f9b34fb,400000350000030000,walk
1753036793.363564,0000fea1-0000-1000-8000-00805f9b34fb,01400000,walk
1753036793.947053,0000fea1-0000-1000-8000-00805f9b34fb,01410000,walk
1753036793.948048,0000fee1-0000-1000-8000-00805f9b34fb,410000350000030000,walk
1753036794.923179,0000fee1-0000-1000-8000-00805f9b34fb,430000370000030000,walk
1753036795.118433,0000fea1-0000-1000-8000-00805f9b34fb,01430000,walk
1753036795.896332,0000fee1-0000-1000-8000-00805f9b34fb,440000380000030000,walk
1753036795.897384,0000fea1-0000-1000-8000-00805f9b34fb,01440000,walk
1753036798.042267,0000fee1-0000-1000-8000-00805f9b34fb,450000390000030000,walk
1753036798.043367,0000fea1-0000-1000-8000-00805f9b34fb,01450000,walk
1753036798.430946,0000fee1-0000-1000-8000-00805f9b34fb,4600003a0000030000,walk
1753036798.431947,0000fea1-0000-1000-8000-00805f9b34fb,01460000,walk
1753036799.408355,0000fee1-0000-1000-8000-00805f9b34fb,4800003b0000030000,walk
1753036799.409374,0000fea1-0000-1000-8000-00805f9b34fb,01480000,walk
1753036799.993198,0000fee1-0000-1000-8000-00805f9b34fb,4900003c0000030000,walk
1753036799.994323,0000fea1-0000-1000-8000-00805f9b34fb,01490000,walk
1753036800.381046,0000fee1-0000-1000-8000-00805f9b34fb,4a00003d0000030000,walk
1753036800.381046,0000fea1-0000-1000-8000-00805f9b34fb,014a0000,walk
1753036800.967796,0000fee1-0000-1000-8000-00805f9b34fb,4b00003e0000030000,walk
1753036800.968818,0000fea1-0000-1000-8000-00805f9b34fb,014b0000,walk
1753036802.331591,0000fee1-0000-1000-8000-00805f9b34fb,4c00003f0000030000,walk
1753036802.332592,0000fea1-0000-1000-8000-00805f9b34fb,014c0000,walk
1753036802.917213,0000fee1-0000-1000-8000-00805f9b34fb,4d00003f0000030000,walk
1753036802.919278,0000fea1-0000-1000-8000-00805f9b34fb,014d0000,walk
1753036803.891009,0000fee1-0000-1000-8000-00805f9b34fb,4f0000410000030000,walk
1753036803.892120,0000fea1-0000-1000-8000-00805f9b34fb,014f0000,walk
1753036804.478107,0000fee1-0000-1000-8000-00805f9b34fb,500000420000030000,walk
1753036804.479210,0000fea1-0000-1000-8000-00805f9b34fb,01500000,walk
1753036804.866435,0000fee1-0000-1000-8000-00805f9b34fb,510000430000030000,walk
1753036804.866435,0000fea1-0000-1000-8000-00805f9b34fb,01510000,walk
1753036807.012382,0000fea1-0000-1000-8000-00805f9b34fb,01530000,walk
1753036807.012382,0000fee1-0000-1000-8000-00805f9b34fb,530000440000040000,walk
1753036807.403108,0000fee1-0000-1000-8000-00805f9b34fb,540000450000040000,walk
1753036807.596654,0000fea1-0000-1000-8000-00805f9b34fb,01540000,walk
1753036808.375793,0000fee1-0000-1000-8000-00805f9b34fb,560000470000040000,walk
1753036808.376976,0000fea1-0000-1000-8000-00805f9b34fb,01560000,walk
1753036808.962821,0000fea1-0000-1000-8000-00805f9b34fb,01570000,walk
1753036808.963815,0000fee1-0000-1000-8000-00805f9b34fb,570000480000040000,walk
1753036809.352482,0000fee1-0000-1000-8000-00805f9b34fb,580000490000040000,walk
1753036809.547727,0000fea1-0000-1000-8000-00805f9b34fb,01580000,walk
1753036810.521052,0000fee1-0000-1000-8000-00805f9b34fb,590000490000040000,walk
1753036810.522478,0000fea1-0000-1000-8000-00805f9b34fb,01590000,walk
1753036811.497919,0000fea1-0000-1000-8000-00805f9b34fb,015a0000,walk
1753036811.498937,0000fee1-0000-1000-8000-00805f9b34fb,5a00004a0000040000,walk
1753036812.472961,0000fee1-0000-1000-8000-00805f9b34fb,5c00004c0000040000,walk
1753036812.473980,0000fea1-0000-1000-8000-00805f9b34fb,015c0000,walk
1753036814.422188,0000fea1-0000-1000-8000-00805f9b34fb,015e0000,walk
1753036814.425204,0000fee1-0000-1000-8000-00805f9b34fb,5e00004e0000040000,walk
1753036815.397758,0000fee1-0000-1000-8000-00805f9b34fb,6000004f0000040000,walk
1753036815.398774,0000fea1-0000-1000-8000-00805f9b34fb,01600000,walk
1753036816.372420,0000fee1-0000-1000-8000-00805f9b34fb,620000510000040000,walk
1753036816.373420,0000fea1-0000-1000-8000-00805f9b34fb,01620000,walk
1753036816.956331,0000fee1-0000-1000-8000-00805f9b34fb,640000530000040000,walk
1753036816.957359,0000fea1-0000-1000-8000-00805f9b34fb,01640000,walk
1753036817.346311,0000fee1-0000-1000-8000-00805f9b34fb,660000540000040000,walk
1753036817.543396,0000fea1-0000-1000-8000-00805f9b34fb,01660000,walk
1753036818.320909,0000fee1-0000-1000-8000-00805f9b34fb,670000550000050000,walk
1753036818.321905,0000fea1-0000-1000-8000-00805f9b34fb,01670000,walk
1753036818.906793,0000fee1-0000-1000-8000-00805f9b34fb,680000560000050000,walk
1753036819.103049,0000fea1-0000-1000-8000-00805f9b34fb,01680000,walk
1753036819.491281,0000fea1-0000-1000-8000-00805f9b34fb,01690000,walk
1753036819.491281,0000fee1-0000-1000-8000-00805f9b34fb,690000570000050000,walk
1753036819.881632,0000fee1-0000-1000-8000-00805f9b34fb,6a0000570000050000,walk
1753036819.882627,0000fea1-0000-1000-8000-00805f9b34fb,016a0000,walk
1753036820.465969,0000fea1-0000-1000-8000-00805f9b34fb,016b0000,walk
1753036820.466969,0000fee1-0000-1000-8000-00805f9b34fb,6b0000580000050000,walk
1753036820.857915,0000fee1-0000-1000-8000-00805f9b34fb,6c0000590000050000,walk
1753036821.052466,0000fea1-0000-1000-8000-00805f9b34fb,016c0000,walk
1753036821.441496,0000fee1-0000-1000-8000-00805f9b34fb,6d00005a0000050000,walk
1753036821.442072,0000fea1-0000-1000-8000-00805f9b34fb,016d0000,walk
1753036822.418088,0000fee1-0000-1000-8000-00805f9b34fb,6e00005b0000050000,walk
1753036822.419089,0000fea1-0000-1000-8000-00805f9b34fb,016e0000,walk
1753036823.391892,0000fea1-0000-1000-8000-00805f9b34fb,016f0000,walk
1753036823.392978,0000fee1-0000-1000-8000-00805f9b34fb,6f00005c0000050000,walk
1753036823.975478,0000fea1-0000-1000-8000-00805f9b34fb,01700000,walk
1753036823.976938,0000fee1-0000-1000-8000-00805f9b34fb,7000005c0000050000,walk
1753036824.368053,0000fee1-0000-1000-8000-00805f9b34fb,7100005d0000050000,walk
1753036824.369977,0000fea1-0000-1000-8000-00805f9b34fb,01710000,walk
1753036824.951999,0000fea1-0000-1000-8000-00805f9b34fb,01720000,walk
1753036824.951999,0000fee1-0000-1000-8000-00805f9b34fb,7200005e0000050000,walk
1753036825.927516,0000fee1-0000-1000-8000-00805f9b34fb,7300005f0000050000,walk
1753036825.928519,0000fea1-0000-1000-8000-00805f9b34fb,01730000,walk
1753036826.512015,0000fea1-0000-1000-8000-00805f9b34fb,01740000,walk
1753036826.513002,0000fee1-0000-1000-8000-00805f9b34fb,740000600000050000,walk
1753036827.680938,0000fee1-0000-1000-8000-00805f9b34fb,750000610000050000,walk
1753036827.681927,0000fea1-0000-1000-8000-00805f9b34fb,01750000,walk
1753036827.876966,0000fee1-0000-1000-8000-00805f9b34fb,760000610000050000,walk
1753036827.877969,0000fea1-0000-1000-8000-00805f9b34fb,01760000,walk
1753036828.851211,0000fee1-0000-1000-8000-00805f9b34fb,770000620000050000,walk
1753036828.852212,0000fea1-0000-1000-8000-00805f9b34fb,01770000,walk
1753036829.826882,0000fee1-0000-1000-8000-00805f9b34fb,780000630000050000,walk
1753036829.826882,0000fea1-0000-1000-8000-00805f9b34fb,01780000,walk
1753036831.972488,0000fee1-0000-1000-8000-00805f9b34fb,7a0000650000050000,walk
1753036831.973528,0000fea1-0000-1000-8000-00805f9b34fb,017a0000,walk
1753036832.361183,0000fee1-0000-1000-8000-00805f9b34fb,7c0000660000060000,walk
1753036832.361696,0000fea1-0000-1000-8000-00805f9b34fb,017c0000,walk
1753036833.923090,0000fee1-0000-1000-8000-00805f9b34fb,7e0000680000060000,walk
1753036833.925091,0000fea1-0000-1000-8000-00805f9b34fb,017e0000,walk
1753036834.509990,0000fee1-0000-1000-8000-00805f9b34fb,7f0000690000060000,walk
1753036834.509990,0000fea1-0000-1000-8000-00805f9b34fb,017f0000,walk
1753036836.457003,0000fee1-0000-1000-8000-00805f9b34fb,8000006a0000060000,walk
1753036836.458008,0000fea1-0000-1000-8000-00805f9b34fb,01800000,walk
1753036837.431098,0000fee1-0000-1000-8000-00805f9b34fb,8100006b0000060000,walk
1753036837.432565,0000fea1-0000-1000-8000-00805f9b34fb,01810000,walk
1753036838.407165,0000fee1-0000-1000-8000-00805f9b34fb,8300006c0000060000,walk
1753036838.408166,0000fea1-0000-1000-8000-00805f9b34fb,01830000,walk
1753036838.990977,0000fee1-0000-1000-8000-00805f9b34fb,8400006d0000060000,walk
1753036838.992983,0000fea1-0000-1000-8000-00805f9b34fb,01840000,walk
1753036840.357412,0000fea1-0000-1000-8000-00805f9b34fb,01850000,walk
1753036840.358404,0000fee1-0000-1000-8000-00805f9b34fb,8500006e0000060000,walk
1753036840.941812,0000fee1-0000-1000-8000-00805f9b34fb,8600006f0000060000,walk
1753036840.942810,0000fea1-0000-1000-8000-00805f9b34fb,01860000,walk
1753036841.331968,0000fee1-0000-1000-8000-00805f9b34fb,880000700000060000,walk
1753036841.331968,0000fea1-0000-1000-8000-00805f9b34fb,01880000,walk
1753036842.890857,0000fee1-0000-1000-8000-00805f9b34fb,890000710000060000,walk
1753036842.891859,0000fea1-0000-1000-8000-00805f9b34fb,01890000,walk
1753036843.476567,0000fee1-0000-1000-8000-00805f9b34fb,8a0000720000060000,walk
1753036843.671987,0000fea1-0000-1000-8000-00805f9b34fb,018a0000,walk
1753036845.037029,0000fee1-0000-1000-8000-00805f9b34fb,8b0000730000060000,walk
1753036845.038061,0000fea1-0000-1000-8000-00805f9b34fb,018b0000,walk
1753036845.816827,0000fee1-0000-1000-8000-00805f9b34fb,8c0000740000060000,walk
1753036845.816827,0000fea1-0000-1000-8000-00805f9b34fb,018c0000,walk
1753036846.995368,0000fee1-0000-1000-8000-00805f9b34fb,8d0000750000060000,walk
1753036846.996835,0000fea1-0000-1000-8000-00805f9b34fb,018d0000,walk
1753036847.962283,0000fee1-0000-1000-8000-00805f9b34fb,8e0000750000060000,walk
1753036847.963294,0000fea1-0000-1000-8000-00805f9b34fb,018e0000,walk
1753036848.352764,0000fee1-0000-1000-8000-00805f9b34fb,900000770000070000,walk
1753036848.353890,0000fea1-0000-1000-8000-00805f9b34fb,01900000,walk
1753036849.326472,0000fee1-0000-1000-8000-00805f9b34fb,910000780000070000,walk
1753036849.326472,0000fea1-0000-1000-8000-00805f9b34fb,01910000,walk
1753036849.910906,0000fee1-0000-1000-8000-00805f9b34fb,920000790000070000,walk
1753036849.911906,0000fea1-0000-1000-8000-00805f9b34fb,01920000,walk
1753036861.807397,0000fee1-0000-1000-8000-00805f9b34fb,a30000870000070000,walk
1753036861.807397,0000fea1-0000-1000-8000-00805f9b34fb,01a30000,walk
1753036862.975904,0000fee1-0000-1000-8000-00805f9b34fb,a50000880000080000,walk
1753036863.172515,0000fea1-0000-1000-8000-00805f9b34fb,01a50000,walk
1753036863.952885,0000fee1-0000-1000-8000-00805f9b34fb,a60000890000080000,walk
1753036864.147851,0000fea1-0000-1000-8000-00805f9b34fb,01a60000,walk
1753036864.347643,0000fee1-0000-1000-8000-00805f9b34fb,a700008a0000080000,walk
1753036864.348536,0000fea1-0000-1000-8000-00805f9b34fb,01a70000,walk
1753036864.927922,0000fee1-0000-1000-8000-00805f9b34fb,a800008b0000080000,walk
1753036864.928918,0000fea1-0000-1000-8000-00805f9b34fb,01a80000,walk
1753036865.901618,0000fee1-0000-1000-8000-00805f9b34fb,aa00008d0000080000,walk
1753036865.903632,0000fea1-0000-1000-8000-00805f9b34fb,01aa0000,walk
1753036866.876811,0000fea1-0000-1000-8000-00805f9b34fb,01ac0000,walk
1753036866.877902,0000fee1-0000-1000-8000-00805f9b34fb,ac00008e0000080000,walk
1753036867.463222,0000fee1-0000-1000-8000-00805f9b34fb,ad00008f0000080000,walk
1753036867.464211,0000fea1-0000-1000-8000-00805f9b34fb,01ad0000,walk
1753036867.851928,0000fea1-0000-1000-8000-00805f9b34fb,01af0000,walk
1753036867.851928,0000fee1-0000-1000-8000-00805f9b34fb,af0000910000080000,walk
1753036868.437830,0000fea1-0000-1000-8000-00805f9b34fb,01b00000,walk
1753036868.437830,0000fee1-0000-1000-8000-00805f9b34fb,b00000920000080000,walk
1753036869.997512,0000fee1-0000-1000-8000-00805f9b34fb,b10000920000080000,walk
1753036869.998542,0000fea1-0000-1000-8000-00805f9b34fb,01b10000,walk
1753036870.387894,0000fee1-0000-1000-8000-00805f9b34fb,b20000930000080000,walk
1753036870.388996,0000fea1-0000-1000-8000-00805f9b34fb,01b20000,walk
1753036870.971051,0000fee1-0000-1000-8000-00805f9b34fb,b30000940000080000,walk
1753036870.972186,0000fea1-0000-1000-8000-00805f9b34fb,01b30000,walk
1753036871.556951,0000fee1-0000-1000-8000-00805f9b34fb,b40000950000080000,walk
1753036871.558963,0000fea1-0000-1000-8000-00805f9b34fb,01b40000,walk
1753036871.954546,00002a37-0000-1000-8000-00805f9b34fb,064c,walk
1753036871.955535,0000fea1-0000-1000-8000-00805f9b34fb,01b50000,walk
1753036871.955535,0000fee1-0000-1000-8000-00805f9b34fb,b50000960000080000,walk
1753036872.533869,0000fee1-0000-1000-8000-00805f9b34fb,b60000970000080000,walk
1753036872.534888,0000fea1-0000-1000-8000-00805f9b34fb,01b60000,walk
1753036872.921991,00002a37-0000-1000-8000-00805f9b34fb,064c,walk
1753036872.922992,0000fee1-0000-1000-8000-00805f9b34fb,b70000970000080000,walk
1753036872.923993,0000fea1-0000-1000-8000-00805f9b34fb,01b70000,walk
1753036873.896539,00002a37-0000-1000-8000-00805f9b34fb,064c,walk
1753036873.897537,0000fee1-0000-1000-8000-00805f9b34fb,b80000980000090000,walk
1753036873.898537,0000fea1-0000-1000-8000-00805f9b34fb,01b80000,walk
1753036874.482938,0000fee1-0000-1000-8000-00805f9b34fb,b90000990000090000,walk
1753036874.484037,0000fea1-0000-1000-8000-00805f9b34fb,01b90000,walk
1753036874.871990,00002a37-0000-1000-8000-00805f9b34fb,064c,walk
1753036875.458766,0000fee1-0000-1000-8000-00805f9b34fb,bb00009b0000090000,walk
1753036875.459769,0000fea1-0000-1000-8000-00805f9b34fb,01bb0000,walk
1753036875.847450,00002a37-0000-1000-8000-00805f9b34fb,064c,walk
1753036875.848465,0000fee1-0000-1000-8000-00805f9b34fb,bc00009c0000090000,walk
1753036875.849466,0000fea1-0000-1000-8000-00805f9b34fb,01bc0000,walk
1753036876.822420,00002a37-0000-1000-8000-00805f9b34fb,064c,walk
1753036877.016684,0000fee1-0000-1000-8000-00805f9b34fb,bd00009c0000090000,walk
1753036877.016684,0000fea1-0000-1000-8000-00805f9b34fb,01bd0000,walk
1753036877.797233,00002a37-0000-1000-8000-00805f9b34fb,064d,walk
1753036877.993560,0000fee1-0000-1000-8000-00805f9b34fb,bf00009e0000090000,walk
1753036877.994558,0000fea1-0000-1000-8000-00805f9b34fb,01bf0000,walk
1753036878.381001,0000fee1-0000-1000-8000-00805f9b34fb,c000009f0000090000,walk
1753036878.382176,0000fea1-0000-1000-8000-00805f9b34fb,01c00000,walk
1753036878.772229,00002a37-0000-1000-8000-00805f9b34fb,064d,walk
1753036879.356702,0000fee1-0000-1000-8000-00805f9b34fb,c10000a00000090000,walk
1753036879.357704,0000fea1-0000-1000-8000-00805f9b34fb,01c10000,walk
1753036879.941410,00002a37-0000-1000-8000-00805f9b34fb,064e,walk
1753036880.917580,00002a37-0000-1000-8000-00805f9b34fb,0650,walk
1753036880.918577,0000fea1-0000-1000-8000-00805f9b34fb,01c20000,walk
1753036880.920575,0000fee1-0000-1000-8000-00805f9b34fb,c20000a10000090000,walk
1753036881.306985,0000fee1-0000-1000-8000-00805f9b34fb,c30000a10000090000,walk
1753036881.308983,0000fea1-0000-1000-8000-00805f9b34fb,01c30000,walk
1753036882.477169,0000fee1-0000-1000-8000-00805f9b34fb,c50000a30000090000,walk
1753036882.478171,0000fea1-0000-1000-8000-00805f9b34fb,01c50000,walk
1753036883.451062,0000fee1-0000-1000-8000-00805f9b34fb,c60000a40000090000,walk
1753036883.452062,0000fea1-0000-1000-8000-00805f9b34fb,01c60000,walk
1753036884.816912,0000fee1-0000-1000-8000-00805f9b34fb,c80000a60000090000,walk
1753036884.816912,0000fea1-0000-1000-8000-00805f9b34fb,01c80000,walk
1753036885.403423,0000fee1-0000-1000-8000-00805f9b34fb,ca0000a70000090000,walk
1753036885.403423,0000fea1-0000-1000-8000-00805f9b34fb,01ca0000,walk
1753036886.376633,0000fee1-0000-1000-8000-00805f9b34fb,cc0000a90000090000,walk
1753036886.377627,0000fea1-0000-1000-8000-00805f9b34fb,01cc0000,walk
1753036886.961522,0000fee1-0000-1000-8000-00805f9b34fb,cd0000aa00000a0000,walk
1753036886.961522,0000fea1-0000-1000-8000-00805f9b34fb,01cd0000,walk
1753036887.351247,0000fee1-0000-1000-8000-00805f9b34fb,ce0000aa00000a0000,walk
1753036887.351247,0000fea1-0000-1000-8000-00805f9b34fb,01ce0000,walk
1753036888.911440,0000fee1-0000-1000-8000-00805f9b34fb,cf0000ab00000a0000,walk
1753036888.912451,0000fea1-0000-1000-8000-00805f9b34fb,01cf0000,walk
1753036889.301083,0000fee1-0000-1000-8000-00805f9b34fb,d10000ad00000a0000,walk
1753036889.301651,0000fea1-0000-1000-8000-00805f9b34fb,01d10000,walk
1753036890.860528,0000fee1-0000-1000-8000-00805f9b34fb,d30000af00000a0000,walk
1753036890.861805,0000fea1-0000-1000-8000-00805f9b34fb,01d30000,walk
1753036891.445604,0000fee1-0000-1000-8000-00805f9b34fb,d50000b000000a0000,walk
1753036891.446721,0000fea1-0000-1000-8000-00805f9b34fb,01d50000,walk
1753036892.421567,0000fee1-0000-1000-8000-00805f9b34fb,d70000b200000a0000,walk
1753036892.422561,0000fea1-0000-1000-8000-00805f9b34fb,01d70000,walk
1753036893.983107,0000fee1-0000-1000-8000-00805f9b34fb,d80000b300000a0000,walk
1753036893.984095,0000fea1-0000-1000-8000-00805f9b34fb,01d80000,walk
1753036894.372405,0000fea1-0000-1000-8000-00805f9b34fb,01d90000,walk
1753036894.374504,0000fee1-0000-1000-8000-00805f9b34fb,d90000b400000a0000,walk
1753036895.347421,0000fee1-0000-1000-8000-00805f9b34fb,da0000b400000a0000,walk
1753036895.348667,0000fea1-0000-1000-8000-00805f9b34fb,01da0000,walk
1753036895.931612,0000fee1-0000-1000-8000-00805f9b34fb,db0000b500000a0000,walk
1753036895.931612,0000fea1-0000-1000-8000-00805f9b34fb,01db0000,walk
1753036896.321822,0000fea1-0000-1000-8000-00805f9b34fb,01dc0000,walk
1753036896.321822,0000fee1-0000-1000-8000-00805f9b34fb,dc0000b600000a0000,walk
1753036896.906388,0000fee1-0000-1000-8000-00805f9b34fb,dd0000b700000a0000,walk
1753036896.906388,0000fea1-0000-1000-8000-00805f9b34fb,01dd0000,walk
1753036897.882582,0000fee1-0000-1000-8000-00805f9b34fb,de0000b800000a0000,walk
1753036897.883653,0000fea1-0000-1000-8000-00805f9b34fb,01de0000,walk
1753036898.467239,0000fee1-0000-1000-8000-00805f9b34fb,df0000b900000a0000,walk
1753036898.469232,0000fea1-0000-1000-8000-00805f9b34fb,01df0000,walk
1753036899.442640,0000fea1-0000-1000-8000-00805f9b34fb,01e00000,walk
