acc_count,acc_mean,acc_std,acc_min,acc_max,acc_med,acc_skew,acc_kurt,acc_jerk_max,acc_peak_count,acc_bandpower,acc_step_freq,acc_zcr,ppg_mean,ppg_std,ppg_rmssd,ppg_slope,spo2_mean,spo2_std,spo2_roc,label
1.0,2815.001598578587,0.0,2815.001598578587,2815.001598578587,2815.001598578587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,run
16.0,30417.001054098,1340.0895026085554,28161.001136323262,32513.00098422168,30337.00105483631,-0.0611186659382498,-1.210012717130292,881.9875511205126,0.0,1087.810576629186,0.1076644996371399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,run
3.99808432625025,29889.012050039833,491.5792647383068,29185.008439258654,30464.996366655825,29953.002621277028,-0.2702311211596793,-1.4271581654560914,662.5439022102411,0.008660984547870348,-0.007585611697514788,0.34209381922659354,0.020919184361140184,0.004507194666316385,0.002492824050946168,-0.0009177393715432174,0.006586352347417779,-0.014814900609330342,-0.0010505471188806796,-0.005176354559386345,fall
15.0,16280.600494155731,1214.494469465734,14335.000558074633,18175.00044016505,16383.000488311049,-0.0611382978344649,-1.2955487302924116,876.1378730384022,0.0,845.7351541908866,0.1140804558426875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,high_motion
7.007063067750196,15761.285058271125,807.8822111682259,14591.013092153282,16895.02068025504,15870.991963860319,-0.056698476573280775,-1.3785340886978936,437.5884636458237,0.006746635614598326,-0.0015294774692261046,0.11657341849411058,-0.003649288062872251,-0.009394192140563935,0.0006430606829324857,0.022935441464251218,0.00026810364689850303,-0.008005216756216323,-0.008923436830684082,0.0038740352184973475,fall
16.0,11393.005368371432,1180.1011296747809,9473.00638657021,13313.00454442948,11393.005310947374,1.177091127776294e-07,-1.209411776948132,438.8437770288719,0.0,26.183191298560487,0.107139631290638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,high_motion
5.988645591755863,16513.0049973664,720.2885025413447,15361.001690951114,17409.00714758063,16641.003119744222,-0.33922979001788717,-1.2983000679013272,874.5079915096882,-0.0017686917987610826,4096.02269272055,0.26453686947176047,0.012125993707824531,0.008352949996570483,-0.011258297904509988,0.005110552057798042,0.00859143548198024,0.019675142643589934,-0.0007650534333960101,0.005353497194280018,fall
2.976503041787797,8448.99689599611,209.03125274756835,8193.020682807437,8705.018631891377,8449.00128227023,-9.732469825436206e-05,-0.009745376785491224,262.7689671279764,0.005002761723466099,0.015006850607014685,-0.01056289925420433,-0.00994521965455575,0.008834390414905854,0.000916829580775701,-0.020443886896115784,-0.005054471062304034,0.008394850275252365,-0.02287115963731119,0.010634666670968344,fall
7.0,19199.00041698508,511.9999888738829,18431.00043405132,19967.000400661087,19199.000416688366,1.3045038281655352e-09,-1.2500000000298306,526.057783350376,0.0,1410.5331822535506,0.2935590368545966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,high_motion
5.993447136783517,3583.016898282057,874.3992930409538,2303.026549506765,4863.008310514213,3583.018264344401,-0.004453569425699966,-1.2842853375788312,374.884023669342,0.0017524071108416203,-0.015548796270214714,0.13177744160557228,0.00864195567108579,0.007200543358360483,-0.0010563948758962498,-0.008356403766575978,-0.004605836730272343,0.013930725251397118,-0.002715635728203038,-0.0027966183341751505,fall
